Unique Key,Created Date,Closed Date,Agency,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Additional Details,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Council District,Police Precinct,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
57955032,06/20/2023 08:48:37 PM,06/20/2023 08:48:37 PM,DOHMH,Department of Health and Mental Hygiene,Illegal Animal Kept as Pet,Other,,Residence,11375,68-39 GROTON STREET,GROTON STREET,68 AVENUE,69 AVENUE,68 AVENUE,69 AVENUE,ADDRESS,FOREST HILLS,GROTON STREET,,Closed,,An inspection of the property was conducted and no violations were found.,06/20/2023 08:48:37 PM,06 QUEENS,29,Precinct 112,4032010046,QUEENS,1025087,200816,PHONE,Unspecified,QUEENS,,,,,,,,40.71777601057106,-73.85268396999054,POINT (-73.852683969991 40.717776010571)
57960468,06/21/2023 10:11:59 PM,06/21/2023 10:27:50 PM,NYPD,New York City Police Department,Abandoned Vehicle,With License Plate,,Street/Sidewalk,11421,93-19 92 AVENUE,92 AVENUE,WOODHAVEN BOULEVARD,95 STREET,WOODHAVEN BOULEVARD,95 STREET,ADDRESS,WOODHAVEN,92 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/21/2023 10:27:53 PM,09 QUEENS,32,Precinct 102,4089890151,QUEENS,1026058,190476,MOBILE,Unspecified,QUEENS,,,,,,,,40.68939064676361,-73.84924537061725,POINT (-73.849245370617 40.689390646764)
57969630,06/21/2023 10:00:00 AM,06/21/2023 10:30:00 AM,DOT,Department of Transportation,Traffic Signal Condition,Controller,Operating Improperly,,10470,,,,,RICHARDSON AVENUE,NEREID AVENUE,INTERSECTION,BRONX,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/21/2023 10:30:00 AM,12 BRONX,11,Precinct 47,,BRONX,1024229,266796,UNKNOWN,Unspecified,BRONX,,,,,,,,40.89887645073258,-73.85538618574853,POINT (-73.855386185749 40.898876450733)
57969027,06/20/2023 02:42:29 PM,06/22/2023 12:18:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,11208,803 FORBELL STREET,FORBELL STREET,COZINE AVENUE,WORTMAN AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/22/2023 12:18:00 PM,05 BROOKLYN,42,Precinct 75,3045550001,BROOKLYN,1022920,181437,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66459493112791,-73.86061246591132,POINT (-73.860612465911 40.664594931128)
57956364,06/20/2023 04:54:00 AM,06/20/2023 04:54:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Out,Location Type: Intersection,,10012,,,,,BROADWAY,SPRING STREET,INTERSECTION,MANHATTAN,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/20/2023 01:40:00 AM,02 MANHATTAN,01,Precinct 5,,MANHATTAN,984579,202693,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.72302216843563,-73.99881306740762,POINT (-73.998813067408 40.723022168436)
57957309,06/20/2023 08:47:39 PM,06/20/2023 09:05:47 PM,NYPD,New York City Police Department,Noise - Residential,Loud Music/Party,,Residential Building/House,11249,400 KENT AVENUE,KENT AVENUE,BROADWAY,SOUTH    8 STREET,BROADWAY,SOUTH    8 STREET,ADDRESS,BROOKLYN,KENT AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/20/2023 09:05:50 PM,01 BROOKLYN,33,Precinct 90,3021280001,BROOKLYN,992973,198207,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.710704880025176,-73.96853586620725,POINT (-73.968535866207 40.710704880025)
57958047,06/20/2023 06:20:00 PM,06/20/2023 11:00:00 PM,DOT,Department of Transportation,Street Light Condition,Lamppost Wire Exposed,Location Type: Intersection,,11212,,,,,DUMONT AVENUE,AMBOY STREET,INTERSECTION,BROOKLYN,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/20/2023 11:00:00 PM,16 BROOKLYN,41,Precinct 73,,BROOKLYN,1008365,181030,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.663529413395295,-73.91307794608768,POINT (-73.913077946088 40.663529413395)
57953871,06/20/2023 04:55:38 PM,06/29/2023 02:00:59 PM,DPR,Department of Parks and Recreation,Damaged Tree,Branch or Limb Has Fallen Down,Blocking Sidewalk,Street,11234,1831 EAST   48 STREET,EAST   48 STREET,AVENUE O,FLATBUSH AVENUE,AVENUE O,FLATBUSH AVENUE,ADDRESS,BROOKLYN,EAST   48 STREET,,Closed,,"NYC Parks created a work order for the tree condition.  Please note that addressing this work can take up to a year or more depending on the higher priority work identified during this period and resources available to address this work.    NYC Parks work priority categories range from Category A through D, with A being the most critical and time-sensitive. We will complete all work in Category A first and address work in lower priority categories in accordance with available resources. For more information about the Tree Risk Management Program, visit the NYC Urban Forest page on the NYC Parks website at nyc.gov/parks/trees.   Alternatively, you may choose complete the work yourself by hiring an independent contractor. The contractor must complete a Tree Work Permit application on the NYC Parks website at nyc.gov/parks/trees.",06/29/2023 02:01:05 PM,18 BROOKLYN,46,Precinct 63,3084880026,BROOKLYN,1004098,163693,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.615953668667515,-73.9285092586727,POINT (-73.928509258673 40.615953668668)
57953160,06/20/2023 01:53:00 PM,06/20/2023 01:53:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Running Full (WA4),WA4,,10013,,,,,WEST BROADWAY,WORTH STREET,INTERSECTION,MANHATTAN,,,Closed,,The Department of Environmental Protection investigated this complaint and found it to be a temporary condition.,06/20/2023 01:53:00 PM,01 MANHATTAN,01,Precinct 1,,MANHATTAN,982161,200740,PHONE,Unspecified,MANHATTAN,,,,,,,,40.717661413606386,-74.00753587464497,POINT (-74.007535874645 40.717661413606)
57965400,06/21/2023 08:57:11 PM,06/21/2023 11:07:11 PM,DHS,Department of Homeless Services,Homeless Person Assistance,,,Street/Sidewalk,10468,2670 CRESTON AVENUE,CRESTON AVENUE,EAST KINGSBRIDGE ROAD,EAST 196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,CRESTON AVENUE,,Closed,,The mobile outreach response team went to the location provided but could not find the individual that you reported.,06/21/2023 11:07:11 PM,07 BRONX,14,Precinct 52,2033140001,BRONX,1013254,255170,ONLINE,Unspecified,BRONX,,,,,,,,40.86700963585314,-73.895135741712,POINT (-73.895135741712 40.867009635853)
57953115,06/20/2023 10:17:06 AM,06/20/2023 02:45:13 PM,NYPD,New York City Police Department,Traffic,Congestion/Gridlock,,Street/Sidewalk,11375,104-78 QUEENS BOULEVARD,QUEENS BOULEVARD,69 ROAD,YELLOWSTONE BOULEVARD,69 ROAD,YELLOWSTONE BOULEVARD,ADDRESS,FOREST HILLS,QUEENS BOULEVARD,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 02:45:17 PM,06 QUEENS,29,Precinct 112,,QUEENS,1026302,202854,ONLINE,Unspecified,QUEENS,,,,,,,,40.723364128992436,-73.84828823575582,POINT (-73.848288235756 40.723364128992)
57963015,06/21/2023 08:33:26 AM,07/01/2023 02:04:15 AM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,PESTS,FLIES,RESIDENTIAL BUILDING,11221,680 JEFFERSON AVENUE,JEFFERSON AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,07/01/2023 12:00:00 AM,03 BROOKLYN,36,Precinct 81,3016560030,BROOKLYN,1003508,189036,PHONE,Unspecified,BROOKLYN,,,,,,,,40.68551597167343,-73.93056202576177,POINT (-73.930562025762 40.685515971673)
57963825,06/21/2023 09:35:00 PM,06/22/2023 09:45:00 PM,DEP,Department of Environmental Protection,Noise,"Noise, Ice Cream Truck (NR4)",NR4,,10014,75 CHRISTOPHER STREET,CHRISTOPHER STREET,7 AVE S,BLEECKER ST,,,ADDRESS,NEW YORK,,N/A,Closed,,"The Department of Environmental Protection (DEP) didn't observe a violation of the NYC Air or Noise Code at the time of inspection and couldn't issue a summons.  If the problem still exists, please go to nyc.gov/311 or call 311 to file a new Service Request. If you're outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/22/2023 09:45:00 PM,02 MANHATTAN,03,Precinct 6,1006190074,MANHATTAN,983343,206533,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.733561991198215,-74.00327269952749,POINT (-74.003272699527 40.733561991198)
57957183,06/20/2023 03:04:22 PM,08/04/2023 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,,11372,37-05 88 STREET,88 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",08/04/2023 12:00:00 AM,03 QUEENS,21,Precinct 115,4014760001,QUEENS,1017872,212530,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74995838894689,-73.87865289823546,POINT (-73.878652898235 40.749958388947)
57957525,06/20/2023 07:39:51 AM,06/23/2023 10:28:01 AM,HPD,Department of Housing Preservation and Development,GENERAL,CABINET,DAMAGED OR MISSING,RESIDENTIAL BUILDING,11226,15 WOODRUFF AVENUE,WOODRUFF AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/23/2023 12:00:00 AM,14 BROOKLYN,40,Precinct 70,3050520059,BROOKLYN,993917,177090,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.652742542509486,-73.96516112297573,POINT (-73.965161122976 40.652742542509)
57959478,06/20/2023 09:06:14 AM,06/21/2023 12:47:04 PM,DSNY,Department of Sanitation,Obstruction,Cone,Street,Street,11214,21 AVENUE,21 AVENUE,81 STREET,82 STREET,81 STREET,82 STREET,BLOCKFACE,,,,Closed,,The Department of Sanitation investigated this complaint and found no condition at the location.,06/21/2023 12:47:12 PM,Unspecified BROOKLYN,,Precinct 62,,BROOKLYN,,,PHONE,Unspecified,BROOKLYN,,,,,,,,,,
57963348,06/20/2023 07:03:10 AM,06/20/2023 01:24:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,10465,,,,,PELHAM PARKWAY,PELHAM SHORE ROAD,INTERSECTION,BRONX,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/20/2023 01:24:00 PM,28 BRONX,13,Precinct 45,,BRONX,1034559,252376,UNKNOWN,Unspecified,BRONX,,,,,,,,40.859245254139964,-73.81812844453063,POINT (-73.818128444531 40.85924525414)
57969126,06/21/2023 02:42:18 PM,06/21/2023 03:13:23 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,10032,2081 AMSTERDAM AVENUE,AMSTERDAM AVENUE,ST NICHOLAS AVENUE,WEST  163 STREET,ST NICHOLAS AVENUE,WEST  163 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/21/2023 03:13:32 PM,12 MANHATTAN,10,Precinct 33,1021100007,MANHATTAN,1001007,244004,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.836394030964776,-73.93944278494482,POINT (-73.939442784945 40.836394030965)
57956733,06/20/2023 08:04:13 AM,06/20/2023 10:05:07 AM,DSNY,Department of Sanitation,Dirty Condition,Trash,Littering,Sidewalk,10011,308 WEST   22 STREET,WEST   22 STREET,8 AVENUE,9 AVENUE,8 AVENUE,9 AVENUE,ADDRESS,NEW YORK,WEST   22 STREET,,Closed,,The Department of Sanitation investigated this complaint and issued a Notice of Violation.,06/20/2023 10:05:12 AM,04 MANHATTAN,03,Precinct 10,1007450043,MANHATTAN,984371,210653,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.744870414594935,-73.99956332540383,POINT (-73.999563325404 40.744870414595)
57956130,06/20/2023 06:12:07 PM,06/20/2023 06:16:17 PM,NYPD,New York City Police Department,Noise - Residential,Banging/Pounding,,Residential Building/House,11201,177 SANDS STREET,SANDS STREET,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,BQE WESTBOUND ENTRANCE SANDS ST,BIKE PATH,ADDRESS,BROOKLYN,SANDS STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 06:16:21 PM,02 BROOKLYN,35,Precinct 84,3000680001,BROOKLYN,988793,194233,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.699800319891985,-73.98361593748928,POINT (-73.983615937489 40.699800319892)
57959532,06/20/2023 09:29:49 AM,06/21/2023 08:52:37 PM,DSNY,Department of Sanitation,Commercial Disposal Complaint,Private Carter Decal Not Posted,N/A,Street,10017,688 3 AVENUE,3 AVENUE,EAST   43 STREET,EAST   44 STREET,EAST   43 STREET,EAST   44 STREET,ADDRESS,NEW YORK,3 AVENUE,,Closed,,"The Department of Sanitation has investigated the complaint and addressed the issue. If the problem persists, call 311 to enter a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/21/2023 08:52:37 PM,06 MANHATTAN,04,Precinct 17,1012980034,MANHATTAN,991521,213156,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.751737531104126,-73.97375712115712,POINT (-73.973757121157 40.751737531104)
57958101,06/20/2023 06:30:27 AM,06/20/2023 01:54:13 PM,NYPD,New York City Police Department,Illegal Parking,Paper License Plates,,Street/Sidewalk,10452,1460 MACOMBS ROAD,MACOMBS ROAD,PLAZA DRIVE,INWOOD AVENUE,PLAZA DRIVE,INWOOD AVENUE,ADDRESS,BRONX,MACOMBS ROAD,,Closed,,The Police Department issued a summons in response to the complaint.,06/20/2023 01:54:18 PM,04 BRONX,16,Precinct 44,2028580001,BRONX,1007012,245876,ONLINE,Unspecified,BRONX,,,,,,,,40.84151868876199,-73.91773529835133,POINT (-73.917735298351 40.841518688762)
57964311,06/21/2023 04:25:37 PM,06/26/2023 08:47:02 PM,HPD,Department of Housing Preservation and Development,UNSANITARY CONDITION,GARBAGE/RECYCLING STORAGE,ACCUMULATION,RESIDENTIAL BUILDING,10026,45 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/26/2023 12:00:00 AM,10 MANHATTAN,09,Precinct 28,1018220015,MANHATTAN,997404,230817,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.80020553118457,-73.9524893160472,POINT (-73.952489316047 40.800205531185)
57969342,06/22/2023 12:41:17 AM,06/22/2023 12:42:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/22/2023 12:42:09 AM,03 BRONX,16,Precinct 42,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,POINT (-73.903744412981 40.836940662924)
57957138,06/20/2023 08:32:35 AM,06/20/2023 09:05:30 AM,NYPD,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,,Street/Sidewalk,11220,214 WAKEMAN PLACE,WAKEMAN PLACE,RIDGE BOULEVARD,3 AVENUE,RIDGE BOULEVARD,3 AVENUE,ADDRESS,BROOKLYN,WAKEMAN PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 09:05:39 AM,10 BROOKLYN,47,Precinct 68,3058410021,BROOKLYN,976931,172114,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.639086749108294,-74.02637152750827,POINT (-74.026371527508 40.639086749108)
57967911,06/21/2023 10:39:18 AM,06/21/2023 01:03:29 PM,NYPD,New York City Police Department,Encampment,N/A,,Street/Sidewalk,11216,111 HERKIMER STREET,HERKIMER STREET,BEDFORD AVENUE,NOSTRAND AVENUE,BEDFORD AVENUE,NOSTRAND AVENUE,ADDRESS,BROOKLYN,HERKIMER STREET,,Closed,,The Police Department visited the location and no Encampment was found.,06/21/2023 01:03:35 PM,03 BROOKLYN,36,Precinct 79,3018600056,BROOKLYN,998083,186904,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67967425903002,-73.95012715190991,POINT (-73.95012715191 40.67967425903)
57967839,06/21/2023 08:23:00 AM,06/21/2023 10:40:00 AM,DEP,Department of Environmental Protection,Sewer,Sewer Backup (Use Comments) (SA),SA,,11214,7915 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,17 AVE,80 ST,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Environmental Protection has investigated this complaint. Upon investigation, there was no indication of a city sewer issue and there is a suspected sewer backup due to an internal plumbing issue.",06/21/2023 10:40:00 AM,11 BROOKLYN,43,Precinct 62,3062720006,BROOKLYN,983989,162335,PHONE,Unspecified,BROOKLYN,,,,,,,,40.612248466088616,-74.000940046643,POINT (-74.000940046643 40.612248466089)
57953574,06/20/2023 10:49:36 AM,06/24/2023 05:28:24 PM,HPD,Department of Housing Preservation and Development,PLUMBING,TOILET,BOWL STOPPED UP,RESIDENTIAL BUILDING,10024,488 AMSTERDAM AVENUE,AMSTERDAM AVENUE,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Housing Preservation and Development inspected the following conditions. No violations were issued. The complaint has been closed.,06/24/2023 12:00:00 AM,07 MANHATTAN,06,Precinct 20,1012310033,MANHATTAN,990836,225659,PHONE,Unspecified,MANHATTAN,,,,,,,,40.78605555139345,-73.97621720744435,POINT (-73.976217207444 40.786055551393)
57959721,06/20/2023 03:01:00 PM,06/20/2023 08:45:00 PM,DOT,Department of Transportation,Traffic Signal Condition,Controller,Allout,,10308,,,,,AMBOY ROAD,LINDENWOOD ROAD,INTERSECTION,STATEN ISLAND,,N/A,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,06/20/2023 08:45:00 PM,03 STATEN ISLAND,51,Precinct 122,,STATEN ISLAND,941826,139465,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.54937337806321,-74.15265529668093,POINT (-74.152655296681 40.549373378063)
57954015,06/20/2023 09:23:00 PM,06/22/2023 06:18:00 PM,DEP,Department of Environmental Protection,Noise,Noise: air condition/ventilation equipment (NV1),NV1,,11238,285 GRAND AVENUE,GRAND AVENUE,LAFAYETTE AVE,CLIFTON PL,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Environmental Protection closed or canceled this complaint at the complainant's request.,06/22/2023 06:18:00 PM,02 BROOKLYN,35,Precinct 88,3019480067,BROOKLYN,994593,189910,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68792980856054,-73.96270521793436,POINT (-73.962705217934 40.687929808561)
57966255,06/20/2023 10:45:39 PM,06/21/2023 07:20:00 PM,DOT,Department of Transportation,Street Condition,Pothole,,,11214,7820 NEW UTRECHT AVENUE,NEW UTRECHT AVENUE,78 STREET,79 STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,The Department of Transportation inspected this complaint and repaired the problem.,06/21/2023 07:20:00 PM,11 BROOKLYN,43,Precinct 62,3062590044,BROOKLYN,984056,162671,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.61317071855648,-74.00069874164079,POINT (-74.000698741641 40.613170718556)
57954645,06/20/2023 06:55:00 PM,06/29/2023 11:29:00 AM,DOT,Department of Transportation,Street Light Condition,Street Light Lamp Missing,Location Type: Residential Address,,10027,11 HANCOCK PLACE,HANCOCK PLACE,124 ST W,MORNINGSIDE AVE,,,ADDRESS,NEW YORK,,,Closed,,Service Request status for this request is available on the Department of Transportationâs website. Please click the âLearn Moreâ link below.,10/10/2023 09:21:00 AM,09 MANHATTAN,09,Precinct 26,1019517501,MANHATTAN,997007,234597,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.81058117075014,-73.95391604992707,POINT (-73.953916049927 40.81058117075)
57958785,06/20/2023 09:16:58 PM,06/20/2023 09:44:56 PM,NYPD,New York City Police Department,Non-Emergency Police Matter,Other (complaint details),,Street/Sidewalk,11213,1155 PARK PLACE,PARK PLACE,VIRGINIA PLACE,ALBANY AVENUE,VIRGINIA PLACE,ALBANY AVENUE,ADDRESS,BROOKLYN,PARK PLACE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/20/2023 09:45:01 PM,08 BROOKLYN,36,Precinct 77,3012370056,BROOKLYN,1001072,184418,PHONE,Unspecified,BROOKLYN,,,,,,,,40.672845575771696,-73.9393569598881,POINT (-73.939356959888 40.672845575772)
57955320,06/20/2023 05:17:05 PM,07/25/2023 01:42:40 PM,DPR,Department of Parks and Recreation,Overgrown Tree/Branches,Blocking Street,N/A,Street,10308,16 TRENT STREET,TRENT STREET,KEEGANS LANE,FIELDWAY AVENUE,KEEGANS LANE,FIELDWAY AVENUE,ADDRESS,STATEN ISLAND,TRENT STREET,,Closed,,NYC Parks visited the site and inspected the condition. No work is necessary at this time.,07/25/2023 01:42:44 PM,03 STATEN ISLAND,51,Precinct 122,5051150027,STATEN ISLAND,945137,140101,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.55113429448415,-74.14074494439234,POINT (-74.140744944392 40.551134294484)
57961152,06/21/2023 11:29:00 AM,06/21/2023 11:40:00 AM,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),WA2,,11373,,,,,WHITNEY AVENUE,JUDGE STREET,INTERSECTION,QUEENS,,,Closed,,"The status of this Service Request is currently not available online. Please call 311 for further assistance. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",06/21/2023 11:40:00 AM,04 QUEENS,25,Precinct 110,,QUEENS,1018144,210017,ONLINE,Unspecified,QUEENS,,,,,,,,40.74305980291726,-73.87768387319761,POINT (-73.877683873198 40.743059802917)
57965769,06/21/2023 12:19:36 PM,09/25/2023 08:30:34 AM,DPR,Department of Parks and Recreation,New Tree Request,For One Address,Street Tree,Street,10314,57 SANFORD PLACE,SANFORD PLACE,BRENTON PLACE,SLOSSON AVENUE,BRENTON PLACE,SLOSSON AVENUE,ADDRESS,STATEN ISLAND,SANFORD PLACE,,Closed,,No action was taken because NYC Parks determined that the issue is out of its jurisdiction. The condition may be on private property or in an area serviced by another organization.,09/25/2023 08:30:40 AM,01 STATEN ISLAND,50,Precinct 120,5003290005,STATEN ISLAND,951961,163357,UNKNOWN,Unspecified,STATEN ISLAND,,,,,,,,40.61499481542238,-74.1163004741538,POINT (-74.116300474154 40.614994815422)
55879650,11/02/2022 01:26:04 PM,,DSNY,Department of Sanitation,Lot Condition,Trash,N/A,Lot,10306,CEDARGROVE AVENUE,CEDARGROVE AVENUE,CEDARGROVE AVENUE,TOPPING STREET,CEDARGROVE AVENUE,TOPPING STREET,INTERSECTION,,,,In Progress,,,,02 STATEN ISLAND,50,Precinct 122,,STATEN ISLAND,956564,144135,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.56224987711769,-74.09964237055996,POINT (-74.09964237056 40.562249877118)
57965139,06/21/2023 10:19:13 AM,06/21/2023 09:46:45 PM,NYPD,New York City Police Department,Blocked Driveway,Partial Access,,Street/Sidewalk,11379,69-20 62 ROAD,62 ROAD,69 STREET,69 PLACE,69 STREET,69 PLACE,ADDRESS,MIDDLE VILLAGE,62 ROAD,,Closed,,The Police Department responded and upon arrival those responsible for the condition were gone.,06/21/2023 09:46:51 PM,05 QUEENS,30,Precinct 104,4029520016,QUEENS,1015183,200620,PHONE,Unspecified,QUEENS,,,,,,,,40.71727821098892,-73.88841266974048,POINT (-73.88841266974 40.717278210989)
57952728,06/20/2023 02:43:46 PM,06/20/2023 05:33:08 PM,NYPD,New York City Police Department,Illegal Parking,Blocked Crosswalk,,Street/Sidewalk,10458,CROTONA AVENUE,CROTONA AVENUE,CROTONA AVENUE,EAST  189 STREET,CROTONA AVENUE,EAST  189 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,06/20/2023 05:33:18 PM,06 BRONX,15,Precinct 48,,BRONX,1016749,251204,PHONE,Unspecified,BRONX,,,,,,,,40.856111995694185,-73.88251877877171,POINT (-73.882518778772 40.856111995694)
57955905,06/20/2023 01:14:00 PM,06/20/2023 08:10:00 PM,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),WC1,,10303,47 UNION AVENUE,UNION AVENUE,SYLVAN PL,FOREST CT,,,ADDRESS,STATEN ISLAND,,,Closed,,"The Department of Environment Protection inspected your complaint but could not find the problem you reported. If the condition persists, please call 311 (or 212-639-9675 if calling from a non-New York City area code) with more detailed information to submit a new complaint.",06/20/2023 08:10:00 PM,01 STATEN ISLAND,49,Precinct 121,5012130052,STATEN ISLAND,940395,170818,ONLINE,Unspecified,STATEN ISLAND,,,,,,,,40.635423965221946,-74.15800798880606,POINT (-74.158007988806 40.635423965222)
57964140,06/21/2023 09:59:38 PM,06/21/2023 10:07:12 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Music/Party,,Street/Sidewalk,10456,1465 WASHINGTON AVENUE,WASHINGTON AVENUE,ST PAULS PLACE,EAST  171 STREET,ST PAULS PLACE,EAST  171 STREET,ADDRESS,BRONX,WASHINGTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,06/21/2023 10:07:17 PM,03 BRONX,16,Precinct 42,2029020036,BRONX,1010885,244212,ONLINE,Unspecified,BRONX,,,,,,,,40.83694066292417,-73.90374441298103,POINT (-73.903744412981 40.836940662924)
57959343,06/20/2023 08:59:58 AM,06/22/2023 03:13:03 PM,DOT,Department of Transportation,Street Condition,Plate Condition - Shifted,N/A,Street,11362,54-27 LITTLE NECK PARKWAY,LITTLE NECK PARKWAY,LEEDS ROAD,NASSAU BOULEVARD,LEEDS ROAD,NASSAU BOULEVARD,ADDRESS,LITTLE NECK,LITTLE NECK PARKWAY,,Closed,,The condition was inspected and determined not to be under Department of Transportation's jurisdiction. The Department of Transportation notified the appropriate responsible party of the complaint.,06/22/2023 03:13:06 PM,11 QUEENS,19,Precinct 111,4082740146,QUEENS,1060296,218563,ONLINE,Unspecified,QUEENS,,,,,,,,40.76625427690338,-73.7254704731377,POINT (-73.725470473138 40.766254276903)
57964095,06/21/2023 11:27:54 AM,06/21/2023 11:45:33 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,,Street/Sidewalk,10014,414 WEST   14 STREET,WEST   14 STREET,9 AVENUE,WASHINGTON STREET,9 AVENUE,WASHINGTON STREET,ADDRESS,NEW YORK,WEST   14 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,06/21/2023 11:45:37 AM,02 MANHATTAN,03,Precinct 6,1006460032,MANHATTAN,982555,209336,PHONE,Unspecified,MANHATTAN,,,,,,,,40.7412554167257,-74.00611672133329,POINT (-74.006116721333 40.741255416726)
